ID|Has_Existing_Home_Loan|installment
112364|Y|R1850,00
112365|N|R0,00
112366|Y|R6916,50
112367|Y|R16695,00
112368|Y|R27709,50
112369|Y|R24097,50
11237|Y|R20575,50
112370|Y|R2479,50
112371|Y|R37192,50
112372|Y|R13468,00
112373|Y|R17356,50
112374|Y|R18360,00
112375|Y|R6105,00
112376|Y|R3052,50
112377|Y|R9990,00
112378|Y|R10788,00
112379|Y|R38454,00
11238|Y|R25056,00
112380|Y|R31320,00
112381|Y|R8352,00
112382|Y|R23446,50
112383|Y|R4698,00
112384|Y|R9620,00
112385|Y|R8880,00
112386|Y|R15760,50
112387|N|R0,00
112388|Y|R19575,00
112389|N|R0,00
11239|Y|R15399,00
112390|Y|R24012,00
112391|Y|R9157,50
112392|Y|R16650,00
112393|Y|R14504,00
112394|N|R0,00
112395|Y|R18444,00
112396|Y|R4524,00
112397|Y|R4089,00
112398|Y|R8343,50
112399|Y|R4860,00
1124|Y|R11142,00
11240|Y|R28623,00
112400|Y|R19488,00
112401|Y|R14652,00
112402|N|R0,00
112403|N|R0,00
112404|Y|R5883,00
112405|Y|R29406,00
112406|Y|R17649,00
112407|Y|R12265,50
112408|Y|R9222,00
112409|Y|R13365,00
11241|Y|R29971,50
112410|Y|R13572,00
112411|N|R0,00
112412|Y|R9918,00
112413|Y|R2218,50
112414|Y|R4611,00
112415|Y|R9490,50
112416|Y|R28014,00
112417|Y|R3404,00
112418|Y|R8874,00
112419|N|R0,00
11242|Y|R18009,00
112420|Y|R4347,50
112421|Y|R40672,50
112422|Y|R10489,50
112423|Y|R18629,50
112424|Y|R12789,00
112425|Y|R14920,50
112426|Y|R2001,00
112427|N|R0,00
112428|Y|R14763,00
112429|N|R0,00
11243|N|R0,00
112430|Y|R14850,00
112431|Y|R16704,00
112432|Y|R8140,00
112433|Y|R10730,00
112434|N|R0,00
112435|N|R0,00
112436|Y|R16834,50
112437|N|R0,00
112438|Y|R31320,00
112439|Y|R9620,00
11244|Y|R2664,00
112440|Y|R6003,00
112441|Y|R6956,00
112442|N|R0,00
112443|N|R0,00
112444|Y|R7155,00
112445|N|R0,00
112446|Y|R19140,00
112447|Y|R13209,00
112448|Y|R15312,00
112449|Y|R3163,50
11245|N|R0,00
112450|Y|R31059,00
112451|N|R0,00
112452|Y|R14355,00
112453|N|R0,00
112454|Y|R18096,00
112455|Y|R28710,00
112456|Y|R16138,50
112457|Y|R17612,00
112458|Y|R42151,50
112459|Y|R29841,00
11246|Y|R15480,00
112460|Y|R4350,00
112461|N|R0,00
112462|Y|R36235,50
112463|Y|R17661,00
112464|Y|R23925,00
112465|Y|R16537,50
112466|N|R0,00
112467|N|R0,00
112468|Y|R25360,50
112469|N|R0,00
11247|Y|R28014,00
112470|Y|R36018,00
112471|Y|R11340,00
112472|Y|R9971,50
112473|Y|R12432,00
112474|Y|R2001,00
112475|Y|R14007,00
112476|Y|R15210,00
112477|N|R0,00
112478|Y|R9435,00
112479|Y|R14504,00
11248|Y|R9135,00
112480|Y|R11137,50
112481|Y|R8700,00
112482|N|R0,00
112483|N|R0,00
112484|Y|R6863,50
112485|Y|R35496,00
112486|Y|R26100,00
112487|Y|R6120,00
112488|Y|R16983,00
112489|Y|R17926,50
11249|Y|R17887,50
112490|N|R0,00
112491|N|R0,00
112492|Y|R7155,00
112493|Y|R33364,50
112494|Y|R16704,00
112495|Y|R18900,00
112496|Y|R9787,50
112497|Y|R35235,00
112498|N|R0,00
112499|Y|R36192,00
1125|Y|R3204,00
11250|N|R0,00
112500|Y|R17926,50
112501|N|R0,00
112502|Y|R5550,00
112503|Y|R14355,00
112504|Y|R9435,00
112505|Y|R44631,00
112506|N|R0,00
112507|N|R0,00
112508|Y|R34104,00
112509|Y|R7308,00
11251|Y|R25578,00
112510|Y|R31972,50
112511|Y|R3404,00
112512|Y|R5772,00
112513|Y|R31059,00
112514|N|R0,00
112515|Y|R20749,50
112516|Y|R17704,50
112517|N|R0,00
112518|Y|R9065,00
112519|Y|R10800,00
11252|Y|R15410,50
112520|Y|R14208,00
112521|Y|R8820,00
112522|N|R0,00
112523|N|R0,00
112524|Y|R2340,00
112525|N|R0,00
112526|Y|R19183,50
112527|Y|R27753,00
112528|Y|R23085,00
112529|Y|R4140,00
11253|N|R0,00
112530|Y|R44631,00
112531|N|R0,00
112532|Y|R1887,00
112533|Y|R28840,50
112534|Y|R4902,50
112535|Y|R14952,00
112536|Y|R47110,50
112537|Y|R40368,00
112538|N|R0,00
112539|Y|R16704,00
11254|Y|R16169,00
112540|Y|R7177,50
112541|Y|R37149,00
112542|Y|R14146,00
112543|Y|R46197,00
112544|Y|R4070,00
112545|Y|R14189,50
112546|N|R0,00
112547|N|R0,00
112548|Y|R1850,00
112549|N|R0,00
11255|Y|R3052,50
112550|Y|R6615,00
112551|Y|R13050,00
112552|Y|R23925,00
112553|Y|R6655,50
112554|N|R0,00
112555|Y|R22968,00
112556|Y|R4884,00
112557|N|R0,00
112558|Y|R27236,50
112559|Y|R14640,00
11256|Y|R26013,00
112560|Y|R14040,00
112561|Y|R14625,00
112562|N|R0,00
112563|N|R0,00
112564|Y|R22204,00
112565|N|R0,00
112566|Y|R11102,00
112567|Y|R3052,50
112568|Y|R3774,00
112569|Y|R38599,00
11257|Y|R5400,00
112570|N|R0,00
112571|N|R0,00
112572|Y|R4300,50
112573|N|R0,00
112574|Y|R13420,00
112575|Y|R16983,00
112576|Y|R2970,00
112577|Y|R11322,00
112578|N|R0,00
112579|N|R0,00
11258|N|R0,00
112580|Y|R2886,00
112581|N|R0,00
112582|Y|R11599,50
112583|Y|R12654,00
112584|Y|R14335,00
112585|Y|R11102,00
112586|N|R0,00
112587|Y|R23058,00
112588|Y|R16447,50
112589|Y|R53033,50
11259|Y|R33408,00
112590|Y|R15540,00
112591|Y|R19184,50
112592|Y|R21420,00
112593|Y|R4292,00
112594|Y|R6954,00
112595|Y|R19764,00
112596|Y|R3240,00
112597|N|R0,00
112598|Y|R5400,00
112599|Y|R15795,00
1126|Y|R10885,00
11260|Y|R26752,50
112600|Y|R16668,50
112601|Y|R7290,00
112602|N|R0,00
112603|N|R0,00
112604|Y|R9564,50
112605|N|R0,00
112606|Y|R1961,00
112607|Y|R12617,00
112608|Y|R19257,00
112609|Y|R57085,50
11261|N|R0,00
112610|Y|R8067,00
112611|Y|R48546,00
112612|Y|R11303,50
112613|N|R0,00
112614|Y|R5365,00
112615|Y|R17168,00
112616|Y|R11745,00
112617|Y|R6615,00
112618|Y|R15921,00
112619|N|R0,00
11262|Y|R17649,00
112620|Y|R4300,50
112621|Y|R43472,00
112622|Y|R8880,00
112623|Y|R18360,00
112624|Y|R19647,00
112625|Y|R16672,50
112626|N|R0,00
112627|N|R0,00
112628|Y|R7830,00
112629|N|R0,00
11263|Y|R8510,00
112630|Y|R17464,00
112631|Y|R3240,00
112632|Y|R28188,00
112633|Y|R10005,00
112634|Y|R26796,00
112635|N|R0,00
112636|Y|R34815,00
112637|Y|R9150,00
112638|Y|R26077,50
112639|Y|R19032,00
11264|Y|R7844,00
112640|Y|R10434,00
112641|Y|R7992,00
112642|N|R0,00
112643|N|R0,00
112644|Y|R10545,00
112645|Y|R3294,00
112646|Y|R18225,00
112647|Y|R12577,50
112648|Y|R4995,00
112649|Y|R18241,00
11265|Y|R3108,00
112650|N|R0,00
112651|Y|R26992,50
112652|Y|R5087,50
112653|N|R0,00
112654|Y|R8784,00
112655|Y|R6075,00
112656|Y|R17385,00
112657|Y|R12870,00
112658|N|R0,00
112659|N|R0,00
11266|Y|R3567,00
112660|Y|R15660,00
112661|Y|R16195,50
112662|Y|R12375,00
112663|Y|R28975,00
112664|Y|R12691,00
112665|Y|R4902,50
112666|N|R0,00
112667|N|R0,00
112668|Y|R14616,00
112669|N|R0,00
11267|N|R0,00
112670|Y|R18981,00
112671|Y|R7920,00
112672|Y|R40455,00
112673|Y|R24367,50
112674|Y|R3050,00
112675|Y|R33702,50
112676|Y|R17464,00
112677|N|R0,00
112678|Y|R11956,00
112679|Y|R8370,00
11268|Y|R3915,00
112680|Y|R10159,50
112681|Y|R26443,50
112682|N|R0,00
112683|Y|R23790,00
112684|Y|R18239,00
112685|N|R0,00
112686|Y|R3876,00
112687|Y|R11470,00
112688|Y|R26367,00
112689|Y|R31041,00
11269|Y|R34800,00
112690|N|R0,00
112691|N|R0,00
112692|Y|R22275,00
112693|N|R0,00
112694|Y|R16200,00
112695|Y|R4625,00
112696|Y|R2386,50
112697|Y|R10755,00
112698|N|R0,00
112699|Y|R38845,50
1127|Y|R13578,00
11270|Y|R3774,00
112700|Y|R9922,50
112701|N|R0,00
112702|Y|R14430,00
112703|Y|R9768,00
112704|Y|R53088,00
112705|Y|R5220,00
112706|N|R0,00
112707|N|R0,00
112708|Y|R12506,00
112709|N|R0,00
11271|Y|R6826,50
112710|Y|R8784,00
112711|Y|R16132,00
112712|Y|R18239,00
112713|Y|R16372,50
112714|N|R0,00
112715|Y|R10187,50
112716|Y|R4810,00
112717|N|R0,00
112718|Y|R21037,50
112719|Y|R13024,00
11272|Y|R13986,00
112720|Y|R17202,00
112721|Y|R18981,00
112722|N|R0,00
112723|N|R0,00
112724|Y|R7640,50
112725|N|R0,00
112726|Y|R23424,00
112727|Y|R9135,00
112728|Y|R2340,00
112729|Y|R6457,50
11273|Y|R4107,00
112730|N|R0,00
112731|Y|R13833,00
112732|Y|R20790,00
112733|Y|R41064,00
112734|Y|R9990,00
112735|Y|R6210,00
112736|Y|R12600,00
112737|Y|R4902,50
112738|N|R0,00
112739|N|R0,00
11274|N|R0,00
112740|Y|R3915,00
112741|Y|R27195,00
112742|Y|R26100,00
112743|Y|R3510,00
112744|Y|R16576,00
112745|Y|R11340,00
112746|Y|R3741,00
112747|N|R0,00
112748|Y|R9882,00
112749|N|R0,00
11275|N|R0,00
112750|Y|R12187,50
112751|Y|R9620,00
112752|Y|R4366,00
112753|Y|R13209,00
112754|Y|R9138,00
112755|N|R0,00
112756|Y|R6480,00
112757|Y|R44112,00
112758|Y|R2830,50
112759|Y|R10440,00
11276|Y|R10875,00
112760|Y|R4045,50
112761|Y|R9900,00
112762|N|R0,00
112763|N|R0,00
112764|Y|R2958,00
112765|N|R0,00
112766|Y|R28710,00
112767|Y|R35322,00
112768|Y|R12950,00
112769|Y|R19575,00
11277|N|R0,00
112770|Y|R10092,00
112771|N|R0,00
112772|Y|R19440,00
112773|N|R0,00
112774|Y|R6133,50
112775|Y|R18135,00
112776|Y|R7245,00
112777|Y|R28057,50
112778|N|R0,00
112779|N|R0,00
11278|Y|R15529,50
112780|Y|R17052,00
112781|Y|R22032,00
112782|Y|R16965,00
112783|Y|R11925,00
112784|Y|R17325,00
112785|Y|R9922,50
112786|N|R0,00
112787|Y|R2262,00
112788|Y|R3934,50
112789|N|R0,00
11279|Y|R5350,50
112790|Y|R8436,00
112791|Y|R8140,00
112792|Y|R34713,00
112793|Y|R4884,00
112794|N|R0,00
112795|N|R0,00
112796|Y|R69768,00
112797|N|R0,00
112798|Y|R12622,50
112799|Y|R14800,00
1128|Y|R11820,00
11280|Y|R2520,00
112800|Y|R4698,00
112801|Y|R7992,00
112802|N|R0,00
112803|Y|R30134,00
112804|Y|R2430,00
112805|N|R0,00
112806|Y|R13209,00
112807|Y|R11192,50
112808|Y|R7581,00
112809|Y|R2997,00
11281|Y|R15312,00
112810|N|R0,00
112811|N|R0,00
112812|Y|R5661,00
112813|Y|R36018,00
112814|Y|R2275,50
112815|Y|R15435,00
112816|Y|R11250,00
112817|Y|R2386,50
112818|N|R0,00
112819|N|R0,00
11282|N|R0,00
112820|Y|R6187,50
112821|N|R0,00
112822|Y|R8436,00
112823|Y|R2340,00
112824|Y|R13050,00
112825|Y|R6655,50
112826|N|R0,00
112827|N|R0,00
112828|Y|R23446,50
112829|N|R0,00
11283|N|R0,00
112830|Y|R8325,00
112831|Y|R11962,50
112832|Y|R2989,00
112833|Y|R17316,00
112834|N|R0,00
112835|Y|R31102,50
112836|Y|R12789,00
112837|N|R0,00
112838|Y|R4002,00
112839|Y|R13770,00
11284|Y|R15984,00
112840|Y|R6480,00
112841|Y|R11700,00
112842|N|R0,00
112843|N|R0,00
112844|Y|R3654,00
112845|N|R0,00
112846|Y|R12600,00
112847|Y|R18629,50
112848|Y|R2331,00
112849|Y|R19237,50
11285|N|R0,00
112850|N|R0,00
112851|Y|R19764,00
112852|Y|R2775,00
112853|N|R0,00
112854|Y|R5439,00
112855|Y|R16668,50
112856|Y|R6394,50
112857|Y|R11988,00
112858|N|R0,00
112859|N|R0,00
11286|Y|R28840,50
112860|Y|R12487,50
112861|N|R0,00
112862|Y|R9324,00
112863|Y|R7844,00
112864|Y|R11655,00
112865|Y|R25110,00
112866|N|R0,00
112867|N|R0,00
112868|Y|R3510,00
112869|N|R0,00
11287|Y|R1800,00
112870|Y|R6750,00
112871|Y|R20895,00
112872|Y|R17587,50
112873|Y|R4144,00
112874|N|R0,00
112875|Y|R30420,00
112876|Y|R6769,00
112877|N|R0,00
112878|Y|R5040,00
112879|Y|R14152,50
11288|Y|R36975,00
112880|Y|R4575,00
112881|Y|R21802,50
112882|N|R0,00
112883|Y|R34582,50
112884|Y|R17280,00
112885|N|R0,00
112886|Y|R6327,00
112887|Y|R16920,00
112888|Y|R9823,50
112889|Y|R18400,50
11289|Y|R25056,00
112890|Y|R23185,50
112891|N|R0,00
112892|Y|R12987,00
112893|N|R0,00
112894|Y|R3172,50
112895|Y|R37192,50
112896|Y|R14707,50
112897|Y|R13727,00
112898|N|R0,00
112899|N|R0,00
1129|Y|R52560,00
11290|N|R0,00
112900|Y|R5220,00
112901|N|R0,00
112902|Y|R12622,50
112903|Y|R38454,00
112904|Y|R8584,00
112905|Y|R7492,50
112906|N|R0,00
112907|N|R0,00
112908|Y|R29232,00
112909|Y|R13093,50
11291|N|R0,00
112910|Y|R23512,50
112911|Y|R18720,00
112912|Y|R15390,00
112913|Y|R12173,00
112914|N|R0,00
112915|N|R0,00
112916|Y|R7381,50
112917|N|R0,00
112918|Y|R7717,50
112919|Y|R6133,50
11292|Y|R2775,00
112920|Y|R27144,00
112921|Y|R4810,00
112922|N|R0,00
112923|N|R0,00
112924|Y|R21924,00
112925|N|R0,00
112926|Y|R26317,50
112927|Y|R3375,00
112928|Y|R13597,50
112929|Y|R19499,00
11293|N|R0,00
112930|N|R0,00
112931|N|R0,00
112932|Y|R7965,00
112933|N|R0,00
112934|Y|R5940,00
112935|Y|R3515,00
112936|Y|R3922,00
112937|Y|R10255,00
112938|N|R0,00
112939|Y|R33777,00
11294|Y|R17316,00
112940|Y|R4995,00
112941|N|R0,00
112942|Y|R16668,50
112943|Y|R3712,50
112944|Y|R6187,50
112945|Y|R4532,50
112946|N|R0,00
112947|N|R0,00
112948|Y|R4050,00
112949|Y|R7699,50
11295|Y|R10212,00
112950|Y|R4959,00
112951|Y|R2970,00
112952|Y|R12691,00
112953|Y|R29289,00
112954|N|R0,00
112955|N|R0,00
112956|Y|R6934,50
112957|N|R0,00
112958|Y|R6615,00
112959|Y|R14152,50
11296|Y|R41412,00
112960|Y|R11100,00
112961|Y|R8235,00
112962|N|R0,00
112963|N|R0,00
112964|Y|R2340,00
112965|N|R0,00
112966|Y|R5625,00
112967|Y|R3108,00
112968|Y|R17760,00
112969|Y|R2386,50
11297|Y|R11115,00
112970|Y|R3828,00
112971|N|R0,00
112972|Y|R13455,00
112973|Y|R6264,00
112974|Y|R22204,00
112975|Y|R3690,00
112976|Y|R2970,00
112977|Y|R3358,50
112978|N|R0,00
112979|N|R0,00
11298|N|R0,00
112980|Y|R7992,00
112981|N|R0,00
112982|Y|R21375,00
112983|Y|R43630,50
112984|Y|R6831,00
112985|Y|R12506,00
112986|N|R0,00
112987|N|R0,00
112988|Y|R11025,00
112989|N|R0,00
11299|Y|R16051,50
112990|Y|R5611,50
112991|Y|R13833,00
112992|Y|R21532,50
112993|Y|R13725,00
112994|Y|R5584,50
112995|N|R0,00
112996|Y|R6345,50
112997|N|R0,00
112998|Y|R8436,00
112999|Y|R5130,00
113|Y|R3306,00
1130|Y|R29971,50
11300|Y|R19140,00
113000|Y|R6750,00
113001|Y|R5692,50
113002|N|R0,00
113003|N|R0,00
113004|Y|R4045,50
113005|N|R0,00
113006|Y|R2442,00
113007|Y|R2697,00
113008|Y|R9157,50
113009|Y|R8711,50
11301|N|R0,00
113010|N|R0,00
113011|N|R0,00
113012|Y|R10125,00
113013|N|R0,00
113014|Y|R4056,00
113015|Y|R14430,00
113016|Y|R18629,50
113017|Y|R15022,00
113018|N|R0,00
113019|Y|R23098,50
11302|Y|R6105,00
113020|Y|R31059,00
113021|Y|R18792,00
113022|Y|R12780,00
113023|Y|R22680,00
113024|Y|R21802,50
113025|Y|R2109,00
113026|Y|R18792,00
113027|N|R0,00
113028|Y|R7548,00
113029|Y|R4176,00
11303|Y|R5550,00
113030|Y|R13227,50
113031|Y|R16560,00
113032|Y|R8221,50
113033|Y|R19499,00
113034|N|R0,00
113035|N|R0,00
113036|Y|R13833,00
113037|N|R0,00
113038|Y|R15120,00
113039|Y|R13468,00
11304|Y|R20738,50
113040|Y|R22968,00
113041|Y|R10530,00
113042|Y|R23055,00
113043|N|R0,00
113044|Y|R14189,50
113045|Y|R31842,00
113046|Y|R21060,00
113047|Y|R21750,00
113048|Y|R14175,00
113049|Y|R35887,50
11305|Y|R14707,50
113050|N|R0,00
113051|N|R0,00
113052|Y|R6105,00
113053|N|R0,00
113054|Y|R19332,50
113055|Y|R10800,00
113056|Y|R21600,00
113057|Y|R17977,50
113058|N|R0,00
113059|Y|R2044,50
11306|N|R0,00
113060|Y|R5872,50
113061|N|R0,00
113062|Y|R13612,50
113063|Y|R33408,00
113064|Y|R3885,00
113065|Y|R15096,00
113066|N|R0,00
113067|N|R0,00
113068|Y|R11322,00
113069|N|R0,00
11307|N|R0,00
113070|Y|R22275,00
113071|Y|R32277,00
113072|Y|R4551,00
113073|Y|R31102,50
113074|N|R0,00
113075|N|R0,00
113076|Y|R15022,00
113077|N|R0,00
113078|Y|R9657,00
113079|Y|R35322,00
11308|Y|R6525,00
113080|Y|R16380,00
113081|Y|R11137,00
113082|N|R0,00
113083|N|R0,00
113084|Y|R3375,00
113085|Y|R12789,00
113086|Y|R10222,50
113087|Y|R38019,00
113088|Y|R5467,50
113089|Y|R3915,00
11309|Y|R22446,00
113090|N|R0,00
113091|N|R0,00
113092|Y|R11377,50
113093|N|R0,00
113094|Y|R6493,50
113095|Y|R4185,00
113096|Y|R15840,00
113097|Y|R20520,00
113098|Y|R42978,00
113099|N|R0,00
1131|N|R0,00
11310|Y|R10434,00
113100|Y|R5550,00
113101|N|R0,00
113102|Y|R30798,00
113103|Y|R14355,00
113104|Y|R15096,00
113105|Y|R2385,00
113106|Y|R22875,00
113107|Y|R29565,00
113108|Y|R12726,00
113109|Y|R22011,00
11311|Y|R8032,50
113110|Y|R10440,00
113111|Y|R12870,00
113112|Y|R24300,00
113113|Y|R39150,00
113114|Y|R4785,00
113115|N|R0,00
113116|Y|R5642,50
113117|N|R0,00
113118|Y|R18949,00
113119|Y|R7215,00
11312|Y|R16317,00
113120|Y|R19332,50
113121|Y|R2719,50
113122|N|R0,00
113123|N|R0,00
113124|Y|R20128,00
113125|N|R0,00
113126|Y|R19237,50
113127|Y|R18666,00
113128|Y|R5400,00
113129|Y|R29406,00
11313|Y|R7400,00
113130|Y|R26100,00
113131|N|R0,00
113132|Y|R7252,00
113133|N|R0,00
113134|Y|R18870,00
113135|Y|R5994,00
113136|Y|R12876,00
113137|Y|R40716,00
113138|N|R0,00
113139|Y|R15399,00
11314|N|R0,00
113140|Y|R12484,50
113141|N|R0,00
113142|Y|R20128,00
113143|Y|R7511,00
113144|Y|R19184,50
113145|Y|R8436,00
113146|Y|R7699,50
113147|N|R0,00
113148|Y|R2520,00
113149|N|R0,00
11315|N|R0,00
113150|Y|R18810,00
113151|Y|R19792,50
113152|Y|R23490,00
113153|Y|R3105,00
113154|Y|R10657,50
113155|Y|R38280,00
113156|Y|R28623,00
113157|N|R0,00
113158|Y|R21252,00
113159|Y|R2664,00
11316|Y|R14040,00
113160|Y|R3385,50
113161|Y|R11544,00
113162|Y|R16443,00
113163|N|R0,00
113164|Y|R44631,00
113165|Y|R17617,50
113166|Y|R14985,00
113167|Y|R3982,50
113168|Y|R5827,50
113169|Y|R13949,00
11317|N|R0,00
113170|N|R0,00
113171|N|R0,00
113172|Y|R14245,00
113173|N|R0,00
113174|Y|R6750,00
113175|Y|R35235,00
113176|Y|R10530,00
113177|Y|R22968,00
113178|Y|R1566,00
113179|N|R0,00
11318|Y|R11745,00
113180|Y|R16983,00
113181|N|R0,00
113182|Y|R17955,00
113183|Y|R11542,50
113184|Y|R9823,50
113185|Y|R20655,00
113186|N|R0,00
113187|N|R0,00
113188|Y|R48763,50
113189|N|R0,00
11319|Y|R5611,50
113190|Y|R8288,00
113191|Y|R18120,00
113192|Y|R30537,00
113193|Y|R17612,00
113194|Y|R35453,50
113195|N|R0,00
113196|Y|R16039,50
113197|N|R0,00
113198|Y|R6327,00
113199|Y|R8830,50
1132|Y|R9949,50
11320|Y|R10440,00
113200|Y|R8662,50
113201|Y|R7290,00
113202|Y|R16747,50
113203|Y|R15834,00
113204|Y|R7326,00
113205|N|R0,00
113206|Y|R11925,00
113207|Y|R5217,00
113208|Y|R11484,00
113209|Y|R3915,00
11321|Y|R20010,00
113210|N|R0,00
113211|N|R0,00
113212|Y|R42151,50
113213|Y|R50416,50
113214|Y|R2115,00
113215|Y|R27144,00
113216|Y|R2632,50
113217|Y|R10440,00
113218|N|R0,00
113219|N|R0,00
11322|N|R0,00
113220|Y|R3847,50
113221|N|R0,00
113222|Y|R15660,00
113223|Y|R2386,50
113224|Y|R8874,00
113225|Y|R9990,00
113226|N|R0,00
113227|N|R0,00
113228|Y|R27709,50
113229|N|R0,00
11323|N|R0,00
113230|Y|R12950,00
113231|Y|R8640,00
113232|Y|R9048,00
113233|Y|R6327,00
113234|N|R0,00
113235|N|R0,00
113236|Y|R6438,00
113237|Y|R28275,00
113238|Y|R23664,00
113239|Y|R24360,00
11324|Y|R5920,00
113240|Y|R10260,00
113241|Y|R17257,50
113242|N|R0,00
113243|N|R0,00
113244|Y|R35322,00
113245|N|R0,00
113246|Y|R20706,00
113247|Y|R8662,50
113248|Y|R11310,00
113249|Y|R10582,00
11325|N|R0,00
113250|N|R0,00
113251|N|R0,00
113252|Y|R14208,00
113253|N|R0,00
113254|Y|R28971,00
113255|Y|R15840,00
113256|Y|R7200,00
113257|Y|R8658,00
113258|N|R0,00
113259|N|R0,00
11326|Y|R2902,50
113260|Y|R13387,50
113261|N|R0,00
113262|Y|R6142,50
113263|Y|R20092,50
113264|Y|R2183,00
113265|Y|R3240,00
113266|Y|R12267,00
113267|N|R0,00
113268|Y|R5439,00
113269|N|R0,00
11327|Y|R39672,00
113270|Y|R7122,50
113271|Y|R8178,00
113272|Y|R18225,00
113273|Y|R13747,50
113274|N|R0,00
113275|N|R0,00
113276|Y|R7047,00
113277|N|R0,00
113278|Y|R5180,00
113279|Y|R4350,00
11328|Y|R14355,00
113280|Y|R18270,00
113281|Y|R12150,00
113282|N|R0,00
113283|N|R0,00
113284|Y|R7844,00
113285|N|R0,00
113286|Y|R14268,00
113287|Y|R15984,00
113288|Y|R5482,50
113289|Y|R8140,00
11329|Y|R14616,00
113290|N|R0,00
113291|N|R0,00
113292|Y|R18720,00
113293|N|R0,00
113294|Y|R2385,00
113295|Y|R33277,50
113296|Y|R19845,00
113297|Y|R26013,00
113298|N|R0,00
113299|N|R0,00
1133|Y|R2784,00
11330|Y|R23055,00
113300|Y|R11137,50
113301|N|R0,00
113302|Y|R9396,00
113303|Y|R5512,50
113304|Y|R5089,50
113305|Y|R16051,50
113306|Y|R14355,00
113307|N|R0,00
113308|Y|R18225,00
113309|N|R0,00
11331|N|R0,00
113310|Y|R4050,00
113311|Y|R33949,50
113312|Y|R28710,00
113313|Y|R23925,00
113314|N|R0,00
113315|N|R0,00
113316|Y|R8491,50
113317|N|R0,00
113318|Y|R22446,00
113319|Y|R2970,00
11332|Y|R11655,00
113320|Y|R5040,00
113321|Y|R5535,00
113322|Y|R23962,50
113323|N|R0,00
113324|Y|R1961,00
113325|Y|R22489,50
113326|Y|R44631,00
113327|Y|R6216,00
113328|Y|R7455,50
113329|Y|R9292,50
11333|N|R0,00
113330|N|R0,00
113331|N|R0,00
113332|Y|R14094,00
113333|Y|R25578,00
113334|Y|R16039,50
113335|Y|R2886,00
113336|Y|R2719,50
113337|Y|R5580,00
113338|N|R0,00
113339|Y|R31668,00
11334|Y|R6512,00
113340|Y|R34452,00
113341|N|R0,00
113342|Y|R39193,50
113343|Y|R5365,00
113344|Y|R13468,00
113345|Y|R3240,00
113346|N|R0,00
113347|N|R0,00
113348|Y|R14040,00
113349|Y|R31668,00
11335|Y|R10656,00
113350|Y|R12150,00
113351|Y|R8178,00
113352|Y|R26013,00
113353|Y|R28710,00
113354|N|R0,00
113355|N|R0,00
113356|Y|R8140,00
113357|N|R0,00
113358|Y|R13042,50
113359|Y|R1369,00
11336|Y|R8280,00
113360|Y|R2109,00
113361|Y|R3774,00
113362|N|R0,00
113363|N|R0,00
113364|Y|R11137,50
113365|N|R0,00
113366|Y|R36888,00
113367|Y|R14355,00
113368|Y|R13708,50
113369|Y|R1961,00
11337|Y|R2700,00
113370|N|R0,00
113371|N|R0,00
113372|Y|R8880,00
113373|N|R0,00
113374|Y|R9517,50
113375|Y|R3375,00
113376|Y|R5350,50
113377|Y|R8352,00
113378|N|R0,00
113379|N|R0,00
11338|Y|R4698,00
113380|Y|R8584,00
113381|N|R0,00
113382|Y|R25452,00
113383|Y|R11571,00
113384|Y|R3163,50
113385|Y|R20035,50
113386|N|R0,00
113387|N|R0,00
113388|Y|R15281,00
113389|N|R0,00
11339|Y|R39933,00
113390|Y|R10989,00
113391|Y|R18879,00
113392|Y|R21262,50
113393|Y|R51111,00
113394|Y|R44631,00
113395|N|R0,00
113396|Y|R9620,00
113397|N|R0,00
113398|Y|R10800,00
113399|Y|R11880,00
1134|Y|R48897,00
11340|Y|R9157,50
113400|Y|R42978,00
113401|Y|R2442,00
113402|Y|R24795,00
113403|Y|R11527,50
113404|Y|R18870,00
113405|Y|R43065,00
113406|Y|R8613,00
113407|Y|R10962,00
113408|Y|R17640,00
113409|Y|R6808,00
11341|Y|R25447,50
113410|N|R0,00
113411|Y|R18661,50
113412|Y|R16872,00
113413|N|R0,00
113414|Y|R6786,00
113415|Y|R8100,00
113416|Y|R15660,00
113417|Y|R8347,50
113418|Y|R38845,50
113419|Y|R11310,00
11342|Y|R17575,00
113420|Y|R20092,50
113421|N|R0,00
113422|Y|R11484,00
113423|Y|R9564,50
113424|Y|R12746,50
113425|Y|R4107,00
113426|N|R0,00
113427|N|R0,00
113428|Y|R14707,50
113429|Y|R21532,50
11343|Y|R18315,00
113430|Y|R5439,00
113431|Y|R3037,50
113432|Y|R6930,00
113433|Y|R12432,00
113434|N|R0,00
113435|Y|R6655,50
113436|Y|R13838,00
113437|Y|R9135,00
113438|Y|R19227,00
113439|Y|R9225,00
11344|Y|R2664,00
113440|Y|R11353,50
113441|Y|R19845,00
113442|N|R0,00
113443|N|R0,00
113444|Y|R2227,50
113445|N|R0,00
113446|Y|R1887,00
113447|Y|R18270,00
113448|Y|R36192,00
113449|Y|R4070,00
11345|Y|R14245,00
113450|Y|R31102,50
113451|Y|R33886,50
113452|Y|R9157,50
113453|N|R0,00
113454|Y|R34017,00
113455|Y|R18360,00
113456|Y|R3441,00
113457|Y|R6105,00
113458|N|R0,00
113459|N|R0,00
11346|Y|R37584,00
113460|Y|R5994,00
