City_Code|city|state_name|county_name
15591|Felicity|Ohio|Clermont
15592|Gladbrook|Iowa|Tama
15593|Bearden|Arkansas|Ouachita
15594|Rocky Ridge|Utah|Juab
15595|Walker|California|Mono
15596|Schleswig|Iowa|Crawford
15597|Hyndman|Pennsylvania|Bedford
15598|Moreauville|Louisiana|Avoyelles
15599|Lincoln|Montana|Lewis and Clark
156|Newark|New Jersey|Essex
1560|Fair Oaks|California|Sacramento
15600|Deerfield|Michigan|Lenawee
15601|Grantwood Village|Missouri|St. Louis
15602|New Preston|Connecticut|Litchfield
15603|Vista West|Wyoming|Natrona
15604|Greers Ferry|Arkansas|Cleburne
15605|Hillside|New York|Ulster
15606|Paxton|Florida|Walton
15607|Marion|Michigan|Osceola
15608|Export|Pennsylvania|Westmoreland
15609|Primghar|Iowa|O'Brien
1561|San Pablo|California|Contra Costa
15610|Mendocino|California|Mendocino
15611|Buffalo Center|Iowa|Winnebago
15612|West Winfield|New York|Herkimer
15613|Merrill|Oregon|Klamath
15614|Seiling|Oklahoma|Dewey
15615|Indian Lake|Texas|Cameron
15616|Oakland|Illinois|Coles
15617|La Fargeville|New York|Jefferson
15618|Silverdale|Pennsylvania|Bucks
15619|Plantation|Kentucky|Jefferson
1562|Rexburg|Idaho|Madison
15620|Donnellson|Iowa|Lee
15621|McBee|South Carolina|Chesterfield
15622|Oljato-Monument Valley|Utah|San Juan
15623|Woodmere|Ohio|Cuyahoga
15624|Tangipahoa|Louisiana|Tangipahoa
15625|East Tulare Villa|California|Tulare
15626|Chester|Montana|Liberty
15627|Dollar Bay|Michigan|Houghton
15628|Rio|Florida|Martin
15629|Dewar|Oklahoma|Okmulgee
1563|Nogales|Arizona|Santa Cruz
15630|Lake Arrowhead|Wisconsin|Adams
15631|Lasara|Texas|Willacy
15632|Brandon|Wisconsin|Fond du Lac
15633|Annawan|Illinois|Henry
15634|Wiley Ford|West Virginia|Mineral
15635|Pine Hill|Alabama|Wilcox
15636|Rockford|Tennessee|Blount
15637|Newell|Iowa|Buena Vista
15638|Riegelsville|Pennsylvania|Bucks
15639|Rocky Boy West|Montana|Chouteau
1564|Nicholasville|Kentucky|Jessamine
15640|New Holland|Ohio|Pickaway
15641|White Swan|Washington|Yakima
15642|Rankin|Texas|Upton
15643|West Salem|Illinois|Edwards
15644|Woodsville|New Hampshire|Grafton
15645|Alamo|New Mexico|Socorro
15646|St. Paul|Virginia|Wise
15647|Longport|New Jersey|Atlantic
15648|Mendon|Michigan|St. Joseph
15649|Bunker Hill|Indiana|Miami
1565|Goleta|California|Santa Barbara
15650|Blacklake|California|San Luis Obispo
15651|Lenox|Georgia|Cook
15652|Indian Springs|Texas|Polk
15653|White Plains|Alabama|Calhoun
15654|Mignon|Alabama|Talladega
15655|Sunol|California|Alameda
15656|Mission|Oregon|Umatilla
15657|Spaulding|Illinois|Sangamon
15658|Winthrop|Iowa|Buchanan
15659|Gouldsboro|Pennsylvania|Wayne
1566|Opelika|Alabama|Lee
15660|Dunkerton|Iowa|Black Hawk
15661|Maywood Park|Oregon|Multnomah
15662|Inwood|Iowa|Lyon
15663|Star|North Carolina|Montgomery
15664|Frederica|Delaware|Kent
15665|Chappell|Nebraska|Deuel
15666|McLouth|Kansas|Jefferson
15667|Mount Jewett|Pennsylvania|McKean
15668|Log Lane Village|Colorado|Morgan
15669|Inman Mills|South Carolina|Spartanburg
1567|Algonquin|Illinois|McHenry
15670|Colcord|Oklahoma|Delaware
15671|South Wallins|Kentucky|Harlan
15672|Madisonville|Louisiana|St. Tammany
15673|Talbotton|Georgia|Talbot
15674|Pentwater|Michigan|Oceana
15675|Neffs|Ohio|Belmont
15676|Paw Paw|Illinois|Lee
15677|Naches|Washington|Yakima
15678|Hailesboro|New York|St. Lawrence
15679|Stonington|Illinois|Christian
1568|Marrero|Louisiana|Jefferson
15680|Puxico|Missouri|Stoddard
15681|Bentleyville|Ohio|Cuyahoga
15682|Gassaway|West Virginia|Braxton
15683|Readlyn|Iowa|Bremer
15684|Fordland|Missouri|Webster
15685|Braymer|Missouri|Caldwell
15686|Lilydale|Minnesota|Dakota
15687|Cobb Island|Maryland|Charles
15688|Caspian|Michigan|Iron
15689|Maguayo|Puerto Rico|Lajas
1569|Burlingame|California|San Mateo
15690|Sentinel|Oklahoma|Washita
15691|Crenshaw|Mississippi|Quitman
15692|Greenville|Georgia|Meriwether
15693|Valley View|Texas|Cooke
15694|Ruston|Washington|Pierce
15695|Mazeppa|Minnesota|Wabasha
15696|Heidlersburg|Pennsylvania|Adams
15697|Huntland|Tennessee|Franklin
15698|Summerland|California|Santa Barbara
15699|Isleton|California|Sacramento
157|South Bend|Indiana|St. Joseph
1570|Aiken|South Carolina|Aiken
15700|Lake Latonka|Pennsylvania|Mercer
15701|Hackett|Arkansas|Sebastian
15702|Elephant Head|Arizona|Pima
15703|Happy Camp|California|Siskiyou
15704|Fincastle|Kentucky|Jefferson
15705|Bruno|West Virginia|Logan
15706|Sanford|Michigan|Midland
15707|Apple Valley|Utah|Washington
15708|Rich Square|North Carolina|Northampton
15709|Gratis|Ohio|Preble
1571|Lawrenceville|Georgia|Gwinnett
15710|Minor|Alabama|Jefferson
15711|Forest Hill|Louisiana|Rapides
15712|Pellston|Michigan|Emmet
15713|Witt|Illinois|Montgomery
15714|Burnside|Kentucky|Pulaski
15715|Cameron|West Virginia|Marshall
15716|Betances|Puerto Rico|Cabo Rojo
15717|Osceola|Nebraska|Polk
15718|Paris|Pennsylvania|Washington
15719|Illiopolis|Illinois|Sangamon
1572|Winter Park|Florida|Orange
15720|Rutledge|Georgia|Morgan
15721|South Fork|Pennsylvania|Cambria
15722|Gayle Mill|South Carolina|Chester
15723|Kenansville|North Carolina|Duplin
15724|Seligman|Missouri|Barry
15725|Laurel Park|Virginia|Henry
15726|Togiak|Alaska|Dillingham
15727|Lake Victoria|Michigan|Clinton
15728|Potrero|California|San Diego
15729|Eastover|South Carolina|Richland
1573|Lake Magdalene|Florida|Hillsborough
15730|Crystal Springs|Florida|Pasco
15731|Selawik|Alaska|Northwest Arctic
15732|Malott|Washington|Okanogan
15733|Maben|Mississippi|Oktibbeha
15734|Harmony|Pennsylvania|Butler
15735|Dunkirk|Ohio|Hardin
15736|Morgan|Minnesota|Redwood
15737|Emily|Minnesota|Crow Wing
15738|Riegelwood|North Carolina|Columbus
15739|South Weldon|North Carolina|Halifax
1574|Fitchburg|Wisconsin|Dane
15740|Lumberport|West Virginia|Harrison
15741|Armstrong|Iowa|Emmet
15742|Loreauville|Louisiana|Iberia
15743|Alger|Ohio|Hardin
15744|Dobbins Heights|North Carolina|Richmond
15745|Bloomsbury|New Jersey|Hunterdon
15746|Supreme|Louisiana|Assumption
15747|McGregor|Iowa|Clayton
15748|Jonesville|South Carolina|Union
15749|Teec Nos Pos|Arizona|Apache
1575|Granger|Indiana|St. Joseph
15750|Trezevant|Tennessee|Carroll
15751|Waverly|Missouri|Lafayette
15752|Elizabeth|West Virginia|Wirt
15753|Snead|Alabama|Blount
15754|Hooper|Nebraska|Dodge
15755|Enderlin|North Dakota|Ransom
15756|Hatfield|Indiana|Spencer
15757|Skyline|Alabama|Jackson
15758|Lake City|Michigan|Missaukee
15759|Wagener|South Carolina|Aiken
1576|Wooster|Ohio|Wayne
15760|O'Donnell|Texas|Lynn
15761|Wallowa|Oregon|Wallowa
15762|Ninilchik|Alaska|Kenai Peninsula
15763|Crawford|Georgia|Oglethorpe
15764|Plainfield|Wisconsin|Waushara
15765|Rushford Village|Minnesota|Fillmore
15766|Shalimar|Florida|Okaloosa
15767|Roosevelt|New Jersey|Monmouth
15768|Otisville|Michigan|Genesee
15769|Blooming Grove|Texas|Navarro
1577|Fountain|Colorado|El Paso
15770|Aspermont|Texas|Stonewall
15771|Franklin|Idaho|Franklin
15772|Casper Mountain|Wyoming|Natrona
15773|Orient|New York|Suffolk
15774|Lone Rock|Wisconsin|Richland
15775|Copperton|Utah|Salt Lake
15776|Harlem|Montana|Blaine
15777|Simsboro|Louisiana|Lincoln
15778|Coalmont|Tennessee|Grundy
15779|Alton|Missouri|Oregon
1578|Brooklyn Center|Minnesota|Hennepin
15780|Aurora|South Dakota|Brookings
15781|Middletown|Michigan|Shiawassee
15782|Beaver Meadows|Pennsylvania|Carbon
15783|Pond Creek|Oklahoma|Grant
15784|Middleburg|Virginia|Loudoun
15785|Calhan|Colorado|El Paso
15786|Royal Center|Indiana|Cass
15787|Gallant|Alabama|Etowah
15788|Hazleton|Iowa|Buchanan
15789|Glasgow|West Virginia|Kanawha
1579|Kerrville|Texas|Kerr
15790|Newman|Illinois|Douglas
15791|Warrenton|North Carolina|Warren
15792|Matinecock|New York|Nassau
15793|Blackduck|Minnesota|Beltrami
15794|Penney Farms|Florida|Clay
15795|Malin|Oregon|Klamath
15796|Pawnee City|Nebraska|Pawnee
15797|Shoreham|Michigan|Berrien
15798|Ellenboro|North Carolina|Rutherford
15799|North Walpole|New Hampshire|Cheshire
158|Shreveport|Louisiana|Caddo
1580|Barstow|California|San Bernardino
15800|Flushing|Ohio|Belmont
15801|Luthersville|Georgia|Meriwether
15802|Sully|Iowa|Jasper
15803|McCammon|Idaho|Bannock
15804|Utica|Nebraska|Seward
15805|Spring Hill|Pennsylvania|Cambria
15806|Richland|Michigan|Kalamazoo
15807|Footville|Wisconsin|Rock
15808|Marrowstone|Washington|Jefferson
15809|Chester Hill|Pennsylvania|Clearfield
1581|Oceanside|New York|Nassau
15810|Stoddard|Wisconsin|Vernon
15811|Doniphan|Nebraska|Hall
15812|Magazine|Arkansas|Logan
15813|Lamboglia|Puerto Rico|Patillas
15814|Chula Vista|Texas|Zavala
15815|St. Joseph|Tennessee|Lawrence
15816|New Union|Alabama|Etowah
15817|Harwood|North Dakota|Cass
15818|Au Gres|Michigan|Arenac
15819|Fabrica|Texas|Maverick
1582|Canton|Georgia|Cherokee
15820|Edmundson|Missouri|St. Louis
15821|Tatum|New Mexico|Lea
15822|Owensville|Ohio|Clermont
15823|Brimfield|Illinois|Peoria
15824|La Fontaine|Indiana|Wabash
15825|Dayton|Wyoming|Sheridan
15826|Onaway|Michigan|Presque Isle
15827|Cheyenne Wells|Colorado|Cheyenne
15828|St. Ignatius|Montana|Lake
15829|Winslow|Indiana|Pike
1583|Auburn|New York|Cayuga
15830|Pleasant Hills|Ohio|Hamilton
15831|Attica|Michigan|Lapeer
15832|Esmont|Virginia|Albemarle
15833|Crawford|Texas|McLennan
15834|Arena|Wisconsin|Iowa
15835|Sand Springs|Texas|Howard
15836|Jacksons' Gap|Alabama|Tallapoosa
15837|Baconton|Georgia|Mitchell
15838|Clay City|Indiana|Clay
15839|New Deal|Texas|Lubbock
1584|Crown Point|Indiana|Lake
15840|Pigeon Creek|Ohio|Summit
15841|Blue Ball|Pennsylvania|Lancaster
15842|Coffeeville|Mississippi|Yalobusha
15843|Sarepta|Louisiana|Webster
15844|Smithfield|Pennsylvania|Fayette
15845|Highland|Wisconsin|Iowa
15846|Brownsville|Kentucky|Edmonson
15847|Island Pond|Vermont|Essex
15848|New Berlin|Pennsylvania|Union
15849|Mortons Gap|Kentucky|Hopkins
1585|Windsor|Colorado|Weld
15850|Brookport|Illinois|Massac
15851|Holly Pond|Alabama|Cullman
15852|Stephenson|Michigan|Menominee
15853|Eureka|South Dakota|McPherson
15854|Crab Orchard|Kentucky|Lincoln
15855|Middlesex|North Carolina|Nash
15856|Hopedale|Illinois|Tazewell
15857|Elrod|North Carolina|Robeson
15858|Mesita|New Mexico|Cibola
15859|San Felipe|Texas|Austin
1586|Lakeside|Florida|Clay
15860|Dakota City|Iowa|Humboldt
15861|St. Clair|Minnesota|Blue Earth
15862|Norris|South Carolina|Pickens
15863|Pittsville|Wisconsin|Wood
15864|Greenville|Florida|Madison
15865|Magnolia Springs|Alabama|Baldwin
15866|Juniata|Nebraska|Adams
15867|Occidental|California|Sonoma
15868|Beckville|Texas|Panola
15869|Notasulga|Alabama|Macon
1587|Gloucester|Massachusetts|Essex
15870|Fort Loudon|Pennsylvania|Franklin
15871|Langley|Oklahoma|Mayes
15872|Veyo|Utah|Washington
15873|Roy|Washington|Pierce
15874|Brookfield|New Jersey|Warren
15875|Rockford|Iowa|Floyd
15876|Bellefonte|Kentucky|Greenup
15877|Garibaldi|Oregon|Tillamook
15878|Russellville|Missouri|Cole
15879|Polkville|Mississippi|Smith
1588|Gurnee|Illinois|Lake
15880|Lake Andes|South Dakota|Charles Mix
15881|Hazelton|Idaho|Jerome
15882|Gray Court|South Carolina|Laurens
15883|Rising Star|Texas|Eastland
15884|Cowiche|Washington|Yakima
15885|Mossyrock|Washington|Lewis
15886|Arlington|Wisconsin|Columbia
15887|Santa Clara Pueblo|New Mexico|Rio Arriba
15888|Rockwood|Pennsylvania|Somerset
15889|Pomona|Kansas|Franklin
1589|Orangeburg|South Carolina|Orangeburg
15890|Colo|Iowa|Story
15891|Emmonak|Alaska|Kusilvak
15892|Fertile|Minnesota|Polk
15893|Belle Center|Ohio|Logan
15894|Claysville|Pennsylvania|Washington
15895|East Camden|Arkansas|Ouachita
15896|Penryn|California|Placer
15897|Potomac Park|Maryland|Allegany
15898|Purple Sage|Wyoming|Sweetwater
15899|Waynesfield|Ohio|Auglaize
159|Round Lake Beach|Illinois|Lake
1590|Holladay|Utah|Salt Lake
15900|La Jara|Colorado|Conejos
15901|Greenville|California|Plumas
15902|Crowell|Texas|Foard
15903|Newton|Utah|Cache
15904|Candor|North Carolina|Montgomery
15905|Humphrey|Nebraska|Platte
15906|Weidman|Michigan|Isabella
15907|Lafitte|Louisiana|Jefferson
15908|Redfield|Iowa|Dallas
15909|Avoca|Indiana|Lawrence
1591|Fuquay-Varina|North Carolina|Wake
15910|Killona|Louisiana|St. Charles
15911|Woods Hole|Massachusetts|Barnstable
15912|Mankato|Kansas|Jewell
15913|Syracuse|Ohio|Meigs
15914|Friedensburg|Pennsylvania|Schuylkill
15915|Juno Ridge|Florida|Palm Beach
15916|Castalia|Ohio|Erie
15917|Afton|Iowa|Union
15918|Wilson|Arkansas|Mississippi
15919|Red Butte|Wyoming|Natrona
1592|Chamblee|Georgia|DeKalb
15920|Lime Lake|New York|Cattaraugus
15921|Silver Lake|Minnesota|McLeod
15922|Brunswick|Missouri|Chariton
15923|Potlatch|Idaho|Latah
15924|Rural Valley|Pennsylvania|Armstrong
15925|Downs|Kansas|Osborne
15926|Sycamore|Ohio|Wyandot
15927|Atlas|Pennsylvania|Northumberland
15928|Epps|Louisiana|West Carroll
15929|Pioneer Junction|Montana|Lincoln
1593|Carney|Maryland|Baltimore
15930|Park City|Montana|Stillwater
15931|Shickshinny|Pennsylvania|Luzerne
15932|Jetmore|Kansas|Hodgeman
15933|Ringwood|Illinois|McHenry
15934|Oakley|Idaho|Cassia
15935|Ridge Farm|Illinois|Vermilion
15936|Pleasantville|Pennsylvania|Venango
15937|Peconic|New York|Suffolk
15938|Van Buren|Indiana|Grant
15939|Gurley|Alabama|Madison
1594|Peru|Illinois|LaSalle
15940|Adair|Oklahoma|Mayes
15941|La Veta|Colorado|Huerfano
15942|Altheimer|Arkansas|Jefferson
15943|Argyle|Wisconsin|Lafayette
15944|Loch Lloyd|Missouri|Cass
15945|Selma|Indiana|Delaware
15946|Oreana|Illinois|Macon
15947|Morgandale|Ohio|Trumbull
15948|Milltown|Indiana|Crawford
15949|Hamel|Illinois|Madison
1595|Sterling|Virginia|Loudoun
15950|Mulga|Alabama|Jefferson
15951|Riverside|Utah|Box Elder
15952|Stone Harbor|New Jersey|Cape May
15953|Woods Bay|Montana|Lake
15954|Mountain City|Texas|Hays
15955|Annabella|Utah|Sevier
15956|Humboldt|Nebraska|Richardson
15957|East Newnan|Georgia|Coweta
15958|Edon|Ohio|Williams
15959|Benton|Pennsylvania|Columbia
1596|Cornelius|North Carolina|Mecklenburg
15960|Juncal|Puerto Rico|San Sebasti+ín
15961|Fifth Ward|Louisiana|Avoyelles
15962|Tranquillity|California|Fresno
15963|Highfield-Cascade|Maryland|Washington
15964|Camden|North Carolina|Camden
15965|Carson|Iowa|Pottawattamie
15966|Hilshire Village|Texas|Harris
15967|Henning|Minnesota|Otter Tail
15968|Hilltop|West Virginia|Fayette
15969|Hartrandt|Wyoming|Natrona
1597|North Tonawanda|New York|Niagara
15970|Parksley|Virginia|Accomack
15971|Bowman|Georgia|Elbert
15972|El Rito|New Mexico|Rio Arriba
15973|Garber|Oklahoma|Garfield
15974|Lyons|Michigan|Ionia
15975|Davenport|Oklahoma|Lincoln
15976|Sewickley Heights|Pennsylvania|Allegheny
15977|Marengo|Indiana|Crawford
15978|Waverly Hall|Georgia|Harris
15979|Mora|New Mexico|Mora
1598|Long Branch|New Jersey|Monmouth
15980|Vaughn|Montana|Cascade
15981|Pineville|Missouri|McDonald
15982|Walnut Grove|Minnesota|Redwood
15983|Hollow Creek|Kentucky|Jefferson
15984|Martin Lake|Minnesota|Anoka
15985|Soudersburg|Pennsylvania|Lancaster
15986|Faith|North Carolina|Rowan
15987|Burr Oak|Michigan|St. Joseph
15988|Correctionville|Iowa|Woodbury
15989|Colver|Pennsylvania|Cambria
1599|Santa Paula|California|Ventura
15990|South Webster|Ohio|Scioto
15991|Joaquin|Texas|Shelby
15992|Aguanga|California|Riverside
15993|Dollar Point|California|Placer
15994|Limestone|Oklahoma|Rogers
15995|Junction City|Ohio|Perry
15996|Wellington|Missouri|Lafayette
15997|Harrison|Illinois|Jackson
15998|Earlville|New York|Madison
15999|Lakes of the North|Michigan|Antrim
16|Minneapolis|Minnesota|Hennepin
160|Savannah|Georgia|Chatham
1600|Los Gatos|California|Santa Clara
16000|Pahoa|Hawaii|Hawaii
16001|Davidsville|Pennsylvania|Somerset
16002|Scotland|South Dakota|Bon Homme
16003|Livingston|Illinois|Madison
16004|Orrick|Missouri|Ray
16005|Menan|Idaho|Jefferson
16006|Beatty|Nevada|Nye
16007|Lewisburg|Kentucky|Logan
16008|Mountainaire|Arizona|Coconino
16009|Hills|Iowa|Johnson
1601|South Lake Tahoe|California|El Dorado
16010|Carolina|Rhode Island|Washington
16011|Saltsburg|Pennsylvania|Indiana
16012|Resaca|Georgia|Gordon
16013|Key Colony Beach|Florida|Monroe
16014|West Middlesex|Pennsylvania|Mercer
16015|Arapaho|Oklahoma|Custer
16016|San Ildefonso Pueblo|New Mexico|Santa Fe
16017|Parker|Pennsylvania|Armstrong
16018|Bethany|West Virginia|Brooke
16019|Piedmont|West Virginia|Mineral
1602|San Carlos|California|San Mateo
16020|Stamping Ground|Kentucky|Scott
16021|Morse|Louisiana|Acadia
16022|Flordell Hills|Missouri|St. Louis
16023|Shrewsbury|West Virginia|Kanawha
16024|Paragon Estates|Colorado|Boulder
16025|Hubbard|Iowa|Hardin
16026|Metolius|Oregon|Jefferson
16027|Mount Hope|Kansas|Sedgwick
16028|Sonoita|Arizona|Santa Cruz
16029|Dawson|Texas|Navarro
1603|Clinton|Iowa|Clinton
16030|Dauphin|Pennsylvania|Dauphin
16031|Flint Creek|Oklahoma|Delaware
16032|Wiconsico|Pennsylvania|Dauphin
16033|Granite|Utah|Salt Lake
16034|Ogden|Illinois|Champaign
16035|Deer Trail|Colorado|Arapahoe
16036|Kansas|Oklahoma|Delaware
16037|Pineland|Texas|Sabine
16038|Lakeville|New York|Livingston
16039|Diamond City|Arkansas|Boone
1604|Saratoga|California|Santa Clara
16040|Grassflat|Pennsylvania|Clearfield
16041|Freelandville|Indiana|Knox
16042|East Sparta|Ohio|Stark
16043|Lyons|Nebraska|Burt
16044|Rutledge|Pennsylvania|Delaware
16045|Scribner|Nebraska|Dodge
16046|Vassar|Kansas|Osage
16047|West Union|West Virginia|Doddridge
16048|Tekoa|Washington|Whitman
16049|Tecumseh|Indiana|Vigo
1605|Los Altos|California|Santa Clara
16050|Cumby|Texas|Hopkins
16051|Escalante|Utah|Garfield
16052|Lakeville|Indiana|St. Joseph
16053|Smiths Grove|Kentucky|Warren
16054|Walthill|Nebraska|Thurston
16055|Kimball|Minnesota|Stearns
16056|Darby|Montana|Ravalli
16057|Ferrelview|Missouri|Platte
16058|Isle|Minnesota|Mille Lacs
16059|East Orosi|California|Tulare
1606|Ballwin|Missouri|St. Louis
16060|Van Buren|Missouri|Carter
16061|Gobles|Michigan|Van Buren
16062|Elmwood|Wisconsin|Pierce
16063|Francesville|Indiana|Pulaski
16064|Bromley|Kentucky|Kenton
16065|Prospect|North Carolina|Robeson
16066|Gosport|Indiana|Owen
16067|Hollins|Alabama|Clay
16068|Sunrise Beach Village|Texas|Llano
16069|Cambridge|Iowa|Story
1607|Atascadero|California|San Luis Obispo
16070|Brasher Falls|New York|St. Lawrence
16071|Morning Sun|Iowa|Louisa
16072|Grazierville|Pennsylvania|Blair
16073|Culbertson|Montana|Roosevelt
16074|Cedar Point|Texas|Polk
16075|McLean|Illinois|McLean
16076|Perdido|Alabama|Baldwin
16077|Lakewood Park|Tennessee|Coffee
16078|Graettinger|Iowa|Palo Alto
16079|Mackinaw City|Michigan|Cheboygan
1608|North Royalton|Ohio|Cuyahoga
16080|Moose Creek|Alaska|Fairbanks North Star
16081|Bear Rocks|Pennsylvania|Fayette
16082|Zayante|California|Santa Cruz
16083|Eden|Utah|Weber
16084|Chevy Chase Section Three|Maryland|Montgomery
16085|Wedowee|Alabama|Randolph
16086|Melbourne|Iowa|Marshall
16087|Piney Point|Maryland|St. Mary's
16088|Goshen|Ohio|Clermont
16089|Raymond|Iowa|Black Hawk
1609|Somerset|Kentucky|Pulaski
16090|Morrisdale|Pennsylvania|Clearfield
16091|Manila|California|Humboldt
16092|Roscoe|Pennsylvania|Washington
16093|Lake Park|Minnesota|Becker
16094|Cairo|Nebraska|Hall
16095|Athol|Idaho|Kootenai
16096|Okoboji|Iowa|Dickinson
16097|Wells|Texas|Cherokee
16098|Wadsworth|Nevada|Washoe
16099|Clyde|California|Contra Costa
161|Myrtle Beach|South Carolina|Horry
1610|Seguin|Texas|Guadalupe
16100|Oxford|Iowa|Johnson
16101|Emerson|Nebraska|Dixon
16102|Arkport|New York|Steuben
16103|Hoonah|Alaska|Hoonah-Angoon
16104|New Salem|Pennsylvania|York
16105|Grant City|Missouri|Worth
16106|Pleasant Plains|Illinois|Sangamon
16107|Blanchardville|Wisconsin|Lafayette
16108|Los Olivos|California|Santa Barbara
16109|Benkelman|Nebraska|Dundy
1611|Fortuna Foothills|Arizona|Yuma
16110|Smithfield|Ohio|Jefferson
16111|Hilltop Lakes|Texas|Leon
16112|Adams|Minnesota|Mower
16113|Walker|Iowa|Linn
16114|Buras|Louisiana|Plaquemines
16115|Spencer|Ohio|Medina
16116|Minatare|Nebraska|Scotts Bluff
16117|Interlaken|New Jersey|Monmouth
16118|Howe|Oklahoma|Le Flore
16119|Campbellsburg|Kentucky|Henry
1612|Milford Mill|Maryland|Baltimore
16120|Vass|North Carolina|Moore
16121|Stronghurst|Illinois|Henderson
16122|Shoals|Indiana|Martin
16123|East Freedom|Pennsylvania|Blair
16124|Chocowinity|North Carolina|Beaufort
16125|Duncan|Arizona|Greenlee
16126|Wonewoc|Wisconsin|Juneau
16127|Wye|Montana|Missoula
16128|Wilton Center|Connecticut|Fairfield
16129|Gary|West Virginia|McDowell
1613|Pasadena|Maryland|Anne Arundel
16130|Guy|Arkansas|Faulkner
16131|North Irwin|Pennsylvania|Westmoreland
16132|Morningside|New Mexico|Eddy
16133|Clarkfield|Minnesota|Yellow Medicine
16134|Coon Valley|Wisconsin|Vernon
16135|Fern Forest|Hawaii|Hawaii
16136|Klawock|Alaska|Prince of Wales-Hyder
16137|Winnebago|Nebraska|Thurston
16138|Springport|Michigan|Jackson
16139|Turbeville|South Carolina|Clarendon
1614|Stockbridge|Georgia|Henry
16140|Horseshoe Bend|Idaho|Boise
16141|Stephens|Arkansas|Ouachita
16142|Fairplay|Colorado|Park
16143|Lake Camelot|Wisconsin|Adams
16144|Belle Terre|New York|Suffolk
16145|Dammeron Valley|Utah|Washington
16146|Littlerock|California|Los Angeles
16147|Wataga|Illinois|Knox
16148|Hurst|Illinois|Williamson
16149|Clayton|Oklahoma|Pushmataha
1615|East Liverpool|Ohio|Columbiana
16150|Northwest|North Carolina|Brunswick
16151|Canon|Georgia|Hart
16152|Ubly|Michigan|Huron
16153|Willow Valley|Arizona|Mohave
16154|Brinnon|Washington|Jefferson
16155|Enterprise|Kansas|Dickinson
16156|Grapeview|Washington|Mason
16157|Carrolltown|Pennsylvania|Cambria
16158|Bovey|Minnesota|Itasca
16159|Seven Mile|Ohio|Butler
1616|Rahway|New Jersey|Union
16160|Yachats|Oregon|Lincoln
16161|Spearville|Kansas|Ford
16162|Hayneville|Alabama|Lowndes
16163|Tierra Amarilla|New Mexico|Rio Arriba
16164|Aulander|North Carolina|Bertie
16165|Woodhull|Illinois|Henry
16166|Mountain Pine|Arkansas|Garland
16167|Knippa|Texas|Uvalde
16168|Fultonville|New York|Montgomery
16169|Newborn|Georgia|Newton
1617|Madison Heights|Michigan|Oakland
16170|Climax|Michigan|Kalamazoo
16171|Alhambra Valley|California|Contra Costa
16172|Pearl City|Illinois|Stephenson
16173|Anacoco|Louisiana|Vernon
16174|Gila Crossing|Arizona|Maricopa
16175|Byrdstown|Tennessee|Pickett
16176|Mountain Road|Virginia|Halifax
16177|Wallace|Idaho|Shoshone
16178|Windfall City|Indiana|Tipton
16179|Norphlet|Arkansas|Union
1618|Williston|North Dakota|Williams
16180|Steinhatchee|Florida|Taylor
16181|Doyline|Louisiana|Webster
16182|Foxfield|Colorado|Arapahoe
16183|Indio Hills|California|Riverside
16184|Sheatown|Pennsylvania|Luzerne
16185|Birnamwood|Wisconsin|Shawano
16186|Manns Harbor|North Carolina|Dare
16187|Hana|Hawaii|Maui
16188|Pepin|Wisconsin|Pepin
16189|Walnut Grove|Missouri|Greene
1619|Bay Shore|New York|Suffolk
16190|Lyndonville|New York|Orleans
16191|Kindred|North Dakota|Cass
16192|Rio Grande|Ohio|Gallia
16193|Scurry|Texas|Kaufman
16194|Keysville|Virginia|Charlotte
16195|Allentown|Florida|Santa Rosa
16196|Deckerville|Michigan|Sanilac
16197|Gibraltar|Pennsylvania|Berks
16198|Beulah Valley|Colorado|Pueblo
16199|Woodsburgh|New York|Nassau
162|Chula Vista|California|San Diego
1620|Eagle|Idaho|Ada
16200|Meriden|Kansas|Jefferson
16201|Loon Lake|Washington|Stevens
16202|Alma|Kansas|Wabaunsee
16203|Millersburg|Kentucky|Bourbon
16204|Savona|New York|Steuben
16205|Marion|South Dakota|Turner
16206|Worden|Montana|Yellowstone
16207|Branchville|New Jersey|Sussex
16208|Stantonsburg|North Carolina|Wilson
16209|Virginia City|Nevada|Storey
1621|Westchester|Florida|Miami-Dade
16210|Belgrade|Minnesota|Stearns
16211|Cissna Park|Illinois|Iroquois
16212|McKee|Kentucky|Jackson
16213|Greensburg|Kansas|Kiowa
16214|Riceboro|Georgia|Liberty
16215|Beaverdale|Pennsylvania|Cambria
16216|Hewitt|Wisconsin|Wood
16217|Lesage|West Virginia|Cabell
16218|Netarts|Oregon|Tillamook
16219|Douglas|Alabama|Marshall
1622|Maryville|Tennessee|Blount
16220|Montrose|Iowa|Lee
16221|Ossian|Iowa|Winneshiek
16222|Middle Amana|Iowa|Iowa
16223|Stokes|North Carolina|Pitt
16224|Alexis|Illinois|Warren
16225|Wagram|North Carolina|Scotland
16226|Maricao|Puerto Rico|Maricao
16227|Flint Hill|Missouri|St. Charles
16228|Hartford|Iowa|Warren
16229|Blue Ridge Manor|Kentucky|Jefferson
1623|Walnut|California|Los Angeles
16230|Oshkosh|Nebraska|Garden
16231|Hugo|Colorado|Lincoln
16232|Woodridge|New York|Sullivan
16233|Loma Linda|Missouri|Newton
16234|Conway|Missouri|Laclede
