ID;Has_Existing_Home_Loan;installment
20248;Y;2295
20249;Y;7308
20250;N;0
20251;Y;29926
20252;Y;33930
20253;Y;42978
20254;Y;30276
20255;Y;18585
20256;Y;10620
20257;Y;11544
20258;N;0
20259;Y;4959
20260;Y;34713
20261;N;0
20262;Y;29580
20263;Y;13468
20264;Y;41064
20265;Y;20880
20266;N;0
20267;N;0
20268;Y;23490
20269;N;0
20270;Y;48546
20271;Y;14911
20272;Y;8820
20273;Y;42978
20274;Y;18574,5
20275;N;0
20276;Y;11527,5
20277;N;0
20278;Y;3626
20279;Y;6549
20280;Y;20738,5
20281;Y;4810
20282;N;0
20283;N;0
20284;Y;3960
20285;N;0
20286;Y;37584
20287;Y;38976
20288;Y;9065
20289;Y;39193,5
20290;N;0
20291;N;0
20292;Y;21793
20293;Y;4872
20294;Y;8584
20295;Y;7992
20296;Y;37149
20297;Y;22185
20298;N;0
20299;Y;21750
20300;Y;5457,5
20301;N;0
20302;Y;20520
20303;Y;10440
20304;Y;25360,5
20305;Y;15984
20306;N;0
20307;N;0
20308;Y;11880
20309;Y;9222
20310;Y;13320
20311;Y;55375,5
20312;Y;16317
20313;Y;14781,5
20314;N;0
20315;N;0
20316;Y;3163,5
20317;Y;37845
20318;Y;13050
20319;Y;40498,5
20320;Y;35235
20321;Y;12987
20322;N;0
20323;Y;15225
20324;Y;1850
20325;N;0
20326;Y;15318
20327;Y;15834
20328;Y;5328
20329;Y;5481
20330;N;0
20331;N;0
20332;Y;2941,5
20333;Y;45414
20334;Y;8732
20335;Y;28188
20336;Y;17316
20337;Y;2340
20338;N;0
20339;N;0
20340;Y;21990
20341;N;0
20342;Y;15096
20343;Y;2331
20344;Y;15096
20345;Y;46284
20346;N;0
20347;N;0
20348;Y;12413,5
20349;N;0
20350;Y;22680
20351;Y;16380
20352;Y;8874
20353;Y;21532,5
20354;N;0
20355;N;0
20356;Y;4717,5
20357;N;0
20358;Y;2835
20359;Y;23055
20360;Y;19183,5
20361;Y;22620
20362;Y;33669
20363;N;0
20364;Y;4872
20365;N;0
20366;Y;19966,5
20367;Y;3960
20368;Y;4440
20369;Y;6734
20370;N;0
20371;N;0
20372;Y;11137,5
20373;N;0
20374;Y;14602,5
20375;Y;29232
20376;Y;10875
20377;Y;19684
20378;N;0
20379;N;0
20380;Y;5883
20381;N;0
20382;Y;15688
20383;Y;15529,5
20384;Y;11962,5
20385;Y;7827
20386;N;0
20387;Y;35322
20388;Y;2775
20389;Y;2349
20390;Y;43848
20391;Y;6300
20392;Y;4959
20393;Y;20250
20394;Y;39193,5
20395;N;0
20396;Y;13949
20397;N;0
20398;Y;18792
20399;Y;36888
20400;Y;29232
20401;Y;15660
20402;N;0
20403;Y;4698
20404;Y;2385
20405;N;0
20406;Y;9657
20407;Y;4950
20408;Y;11947,5
20409;Y;12432
20410;N;0
20411;N;0
20412;Y;1739
20413;N;0
20414;Y;14310
20415;Y;29971,5
20416;Y;8451
20417;Y;2331
20418;Y;22707
20419;Y;2827,5
20420;Y;14580
20421;N;0
20422;Y;12825
20423;Y;12265,5
20424;Y;10962
20425;Y;8505
20426;Y;44370
20427;N;0
20428;Y;17356,5
20429;N;0
20430;Y;4218
20431;Y;5550
20432;Y;9990
20433;Y;14625
20434;Y;5568
20435;N;0
20436;Y;8526
20437;N;0
20438;Y;4514
20439;Y;6480
20440;Y;4350
20441;Y;36975
20442;Y;28710
20443;N;0
20444;Y;30537
20445;N;0
20446;Y;8158,5
20447;Y;1739
20448;Y;17527,5
20449;Y;8707,5
20450;N;0
20451;N;0
20452;Y;49590
20453;N;0
20454;Y;17052
20455;Y;16872
20456;Y;14107,5
20457;Y;18648
20458;Y;15921
20459;N;0
20460;Y;6500
20461;N;0
20462;Y;31842
20463;Y;5735
20464;Y;36540
20465;Y;21600
20466;Y;15399
20467;N;0
20468;Y;4810
20469;N;0
20470;Y;35887,5
20471;Y;15392
20472;Y;2220
20473;Y;26932,5
20474;N;0
20475;N;0
20476;Y;15984
20477;N;0
20478;Y;18981
20479;Y;8100
20480;Y;19140
20481;Y;15817,5
20482;N;0
20483;N;0
20484;Y;6882
20485;N;0
20486;Y;11475
20487;Y;18900
20488;Y;10962
20489;Y;10175
20490;Y;25839
20491;N;0
20492;Y;14580
20493;Y;16138,5
20494;Y;26622
20495;Y;23925
20496;Y;24795
20497;Y;21960
20498;N;0
20499;Y;33930
20500;Y;7438,5
20501;Y;29406
20502;Y;25230
20503;Y;13727
20504;Y;2146
20505;Y;16576
20506;N;0
20507;N;0
20508;Y;18981
20509;Y;13311
20510;Y;2830,5
20511;Y;8288
20512;Y;17297,5
20513;Y;10915
20514;N;0
20515;N;0
20516;Y;4440
20517;Y;48763,5
20518;Y;14107,5
20519;Y;33277,5
20520;Y;9922,5
20521;Y;9787,5
20522;N;0
20523;Y;24273
20524;Y;19488
20525;Y;25360,5
20526;Y;12432
20527;Y;3996
20528;Y;7400
20529;Y;2072
20530;Y;39933
20531;Y;26796
20532;Y;11803
20533;N;0
20534;Y;40194
20535;Y;13986
20536;Y;39672
20537;Y;17212,5
20538;N;0
20539;N;0
20540;Y;12210
20541;N;0
20542;Y;13747,5
20543;Y;19035
20544;Y;9620
20545;Y;3712,5
20546;N;0
20547;Y;32799
20548;Y;8235
20549;N;0
20550;Y;10266
20551;Y;1998
20552;Y;20035,5
20553;Y;12615
20554;N;0
20555;N;0
20556;Y;18981
20557;N;0
20558;Y;12432
20559;Y;18900
20560;Y;16872
20561;Y;16039,5
20562;N;0
20563;N;0
20564;Y;11745
20565;Y;15834
20566;Y;34495,5
20567;Y;20880
20568;Y;4500
20569;Y;2886
20570;N;0
20571;Y;32277
20572;Y;18315
20573;Y;25230
20574;Y;9324
20575;Y;14040
20576;Y;33277,5
20577;Y;48763,5
20578;N;0
20579;N;0
20580;Y;17212,5
20581;N;0
20582;Y;3108
20583;Y;18360
20584;Y;25650
20585;Y;17820
20586;N;0
20587;N;0
20588;Y;2997
20589;Y;7177,5
20590;Y;8302,5
20591;Y;16169
20592;Y;20646
20593;Y;24367,5
20594;N;0
20595;N;0
20596;Y;29232
20597;Y;11962,5
20598;Y;15225
20599;Y;21924
20600;Y;7438,5
20601;Y;6885
20602;N;0
20603;N;0
20604;Y;20035,5
20605;Y;30276
20606;Y;17482,5
20607;Y;16537,5
20608;Y;41325
20609;Y;41107,5
20610;Y;42151,5
20611;N;0
20612;Y;18444
20613;N;0
20614;Y;29232
20615;Y;12832,5
20616;Y;14400
20617;Y;7640,5
20618;N;0
20619;Y;5220
20620;Y;42151,5
20621;N;0
20622;Y;31668
20623;Y;4350
20624;Y;8640
20625;Y;7104
20626;N;0
20627;N;0
20628;Y;38497,5
20629;N;0
20630;Y;13050
20631;Y;5772
20632;Y;42151,5
20633;Y;31320
20634;N;0
20635;Y;10092
20636;Y;7177,5
20637;N;0
20638;Y;14985
20639;Y;2719,5
20640;Y;7122,5
20641;Y;17575
20642;N;0
20643;Y;47328
20644;Y;5394
20645;Y;10788
20646;Y;6525
20647;Y;13949
20648;Y;18056
20649;Y;4514
20650;Y;15138
20651;N;0
20652;Y;8820
20653;Y;31320
20654;Y;18400,5
20655;Y;21870
20656;Y;3385,5
20657;Y;2902,5
20658;Y;20862
20659;N;0
20660;Y;32799
20661;Y;29232
20662;Y;3442,5
20663;Y;7965
20664;Y;17640
20665;Y;36801
20666;N;0
20667;Y;23490
20668;Y;11962,5
20669;Y;24273
20670;Y;7177,5
20671;Y;14355
20672;Y;17748
20673;Y;9292,5
20674;N;0
20675;N;0
20676;Y;16443
20677;Y;21924
20678;Y;3442,5
20679;Y;12746,5
20680;Y;39933
20681;Y;3274,5
20682;N;0
20683;N;0
20684;Y;4218
20685;N;0
20686;Y;13986
20687;Y;13986
20688;Y;10175
20689;Y;8325
20690;N;0
20691;Y;25360,5
20692;Y;8991
20693;Y;21532,5
20694;Y;38976
20695;Y;6133,5
20696;Y;34104
20697;Y;25665
20698;N;0
20699;N;0
20700;Y;10360
20701;N;0
20702;Y;41499
20703;Y;18981
20704;Y;30145,5
20705;Y;8491,5
20706;N;0
20707;N;0
20708;Y;4736
20709;N;0
20710;Y;11385
20711;Y;3172,5
20712;Y;10800
20713;Y;40716
20714;Y;28275
20715;Y;18270
20716;Y;26317,5
20717;Y;34800
20718;Y;16280
20719;Y;17926,5
20720;Y;4070
20721;Y;20738,5
20722;N;0
20723;Y;37845
20724;Y;26100
20725;Y;7308
20726;Y;19890
20727;Y;19140
20728;Y;14850
20729;Y;9744
20730;N;0
20731;Y;42456
20732;Y;7177,5
20733;N;0
20734;Y;12285
20735;Y;38280
20736;Y;13542
20737;Y;26317,5
20738;N;0
20739;N;0
20740;Y;20520
20741;N;0
20742;Y;12876
20743;Y;11599,5
20744;Y;19184,5
20745;Y;4770
20746;Y;11745
20747;N;0
20748;Y;4483,5
20749;Y;27405
20750;Y;12210
20751;Y;7122,5
20752;Y;14877
20753;Y;37845
20754;Y;28188
20755;N;0
20756;Y;26317,5
20757;N;0
20758;Y;3996
20759;Y;11962,5
20760;Y;9324
20761;Y;16200
20762;Y;40672,5
20763;N;0
20764;Y;5760
20765;Y;34452
20766;Y;14430
20767;Y;19140
20768;Y;5046
20769;Y;16668,5
20770;N;0
20771;Y;37758
20772;Y;12654
20773;N;0
20774;Y;4524
20775;Y;6133,5
20776;Y;16280
20777;Y;23085
20778;N;0
20779;N;0
20780;Y;9990
20781;N;0
20782;Y;20880
20783;Y;37584
20784;Y;6863,5
20785;Y;14707,5
20786;N;0
20787;N;0
20788;Y;19575
20789;N;0
20790;Y;22417,5
20791;Y;44370
20792;Y;16704
20793;Y;43065
20794;N;0
20795;N;0
20796;Y;13227,5
20797;N;0
20798;Y;17934
20799;Y;6105
20800;Y;2941,5
20801;Y;2941,5
20802;N;0
20803;N;0
20804;Y;19125
20805;N;0
20806;Y;15138
20807;Y;6863,5
20808;Y;25839
20809;Y;22950
20810;N;0
20811;Y;26100
20812;Y;8954
20813;N;0
20814;Y;43848
20815;Y;19488
20816;Y;7548
20817;Y;14355
20818;Y;44370
20819;N;0
20820;Y;13770
20821;Y;28275
20822;Y;15392
20823;Y;16039,5
20824;Y;4872
20825;Y;15975
20826;N;0
20827;N;0
20828;Y;21793
20829;Y;14007
20830;Y;46588,5
20831;Y;15392
20832;Y;23490
20833;Y;43804,5
20834;Y;29754
20835;Y;28710
20836;Y;5883
20837;N;0
20838;Y;1665
20839;Y;10545
20840;Y;23895
20841;Y;10434
20842;N;0
20843;Y;10614
20844;Y;9570
20845;N;0
20846;Y;37845
20847;Y;3105
20848;Y;8091
20849;Y;1887
20850;N;0
20851;N;0
20852;Y;15096
20853;N;0
20854;Y;17297,5
20855;Y;8091
20856;Y;11784,5
20857;Y;2205
20858;Y;35626,5
20859;N;0
20860;Y;10582
20861;Y;14355
20862;Y;39672
20863;Y;4625
20864;Y;7992
20865;Y;4872
20866;N;0
20867;N;0
20868;Y;10440
20869;N;0
20870;Y;10989
20871;Y;30624
20872;Y;15210
20873;Y;18315
20874;N;0
20875;N;0
20876;Y;7699,5
20877;N;0
20878;Y;43848
20879;Y;9361
20880;Y;18720
20881;Y;9324
20882;N;0
20883;N;0
20884;Y;34104
20885;Y;8700
20886;Y;36888
20887;Y;17926,5
20888;Y;11396
20889;Y;7215
20890;N;0
20891;N;0
20892;Y;8662,5
20893;Y;32233,5
20894;Y;20880
20895;Y;7844
20896;Y;21060
20897;Y;13875
20898;N;0
20899;N;0
20900;Y;3552
20901;N;0
20902;Y;21960
20903;Y;3385,5
20904;Y;18444
20905;Y;2520
20906;Y;43065
20907;N;0
20908;Y;13725
20909;N;0
20910;Y;15540
20911;Y;9805
20912;Y;28231,5
20913;Y;39193,5
20914;N;0
20915;N;0
20916;Y;5220
20917;N;0
20918;Y;24403,5
20919;Y;13227,5
20920;Y;7308
20921;Y;44544
20922;Y;17052
20923;Y;8221,5
20924;Y;19890
20925;Y;33495
20926;Y;2035
20927;Y;14107,5
20928;Y;8370
20929;Y;23512,5
20930;Y;27274,5
20931;Y;39193,5
20932;Y;32799
20933;N;0
20934;Y;10323
20935;Y;20532
20936;Y;38976
20937;Y;15660
20938;N;0
20939;Y;43848
20940;Y;29971,5
20941;N;0
20942;Y;17760
20943;Y;17356,5
20944;Y;7438,5
20945;Y;7992
20946;Y;23925
20947;N;0
20948;Y;9135
20949;Y;31320
20950;Y;2475
20951;Y;9028
20952;Y;21037,5
20953;Y;4002
20954;N;0
20955;Y;11527,5
20956;Y;29971,5
20957;N;0
20958;Y;27753
20959;Y;2886
20960;Y;17649
20961;Y;6916,5
20962;Y;5611,5
20963;Y;6786
20964;Y;45936
20965;N;0
20966;Y;7992
20967;Y;20387
20968;Y;11192,5
20969;Y;21240
20970;N;0
20971;Y;36235,5
20972;Y;17356,5
20973;N;0
20974;Y;14319
20975;Y;19332,5
20976;Y;23446,5
20977;Y;28057,5
20978;Y;5655
20979;Y;6916,5
20980;Y;15390
20981;N;0
20982;Y;7992
20983;Y;7245
20984;Y;33930
20985;Y;20035,5
20986;N;0
20987;N;0
20988;Y;7560
20989;N;0
20990;Y;16200
20991;Y;43848
20992;Y;23085
20993;Y;20010
20994;Y;39150
20995;N;0
20996;Y;14512,5
20997;N;0
20998;Y;14877
20999;Y;42456
21000;Y;11655
21001;Y;16650
21002;Y;21576
21003;Y;20749,5
21004;Y;18096
21005;Y;36192
21006;Y;10545
21007;Y;18352
21008;Y;6956
21009;Y;10890
21010;N;0
21011;Y;27666
21012;Y;3307,5
21013;Y;38976
21014;Y;30537
21015;Y;15834
21016;Y;22315,5
21017;Y;18315
21018;N;0
21019;Y;15138
21020;Y;25230
21021;Y;7699,5
21022;Y;12746,5
21023;Y;41107,5
21024;Y;6655,5
21025;Y;13838
21026;Y;23446,5
21027;N;0
21028;Y;4410
21029;Y;35887,5
21030;Y;7438,5
21031;Y;11527,5
21032;Y;2608,5
21033;Y;16650
21034;N;0
21035;Y;8221,5
21036;Y;10822,5
21037;Y;27274,5
21038;Y;14763
21039;Y;2072
21040;Y;4500
21041;Y;13398
21042;N;0
21043;Y;9222
21044;Y;4440
21045;N;0
21046;Y;11310
21047;Y;13050
21048;Y;31972,5
21049;Y;9490,5
21050;N;0
21051;N;0
21052;Y;10005
21053;Y;37584
21054;Y;4611
21055;Y;16317
21056;Y;22657,5
21057;Y;29841
21058;Y;26578,5
21059;N;0
21060;Y;21136,5
21061;N;0
21062;Y;9823,5
21063;Y;45414
21064;Y;20160
21065;Y;24795
21066;Y;15834
21067;N;0
21068;Y;7381,5
21069;Y;30798
21070;Y;3960
21071;Y;27144
21072;Y;3847,5
21073;Y;15529,5
21074;Y;31102,5
21075;Y;10266
21076;Y;19575
21077;N;0
21078;Y;27236,5
21079;Y;51243
21080;Y;28710
21081;Y;12006,5
21082;N;0
21083;N;0
21084;Y;2072
21085;N;0
21086;Y;15390
21087;Y;7699,5
21088;Y;13485
21089;Y;12832,5
21090;Y;24360
21091;N;0
21092;Y;10323
21093;N;0
21094;Y;15502,5
21095;Y;15281
21096;Y;3385,5
21097;Y;18315
21098;Y;2436
21099;N;0
21100;Y;17212,5
21101;N;0
21102;Y;48546
21103;Y;15540
21104;Y;7252
21105;Y;14430
21106;N;0
21107;N;0
21108;Y;7659
21109;N;0
21110;Y;4680
21111;Y;33408
21112;Y;12200
21113;Y;6916,5
21114;N;0
21115;N;0
21116;Y;11192,5
21117;Y;32886
21118;Y;13050
21119;Y;21060
21120;Y;3163,5
21121;Y;5040
21122;N;0
21123;N;0
21124;Y;33016,5
21125;Y;11484
21126;Y;19507,5
21127;Y;42891
21128;Y;20947,5
21129;Y;18096
21130;Y;44631
21131;N;0
21132;Y;8491,5
21133;N;0
21134;Y;17257,5
21135;Y;9990
21136;Y;5962,5
21137;Y;6525
21138;N;0
21139;N;0
21140;Y;16380
21141;Y;4785
21142;Y;3922
21143;Y;8029
21144;Y;39193,5
21145;Y;3510
21146;N;0
21147;Y;32277
21148;Y;8032,5
21149;N;0
21150;Y;14245
21151;Y;5661
21152;Y;9805
21153;Y;14625
21154;N;0
21155;N;0
21156;Y;4785
21157;N;0
21158;Y;7511
21159;Y;2790
21160;Y;13708,5
21161;Y;10378,5
21162;N;0
21163;N;0
21164;Y;36888
21165;Y;7830
21166;Y;40672,5
21167;Y;1961
21168;Y;3870
21169;Y;18400,5
21170;N;0
21171;Y;8874
21172;Y;6105
21173;N;0
21174;Y;8695
21175;Y;16927,5
21176;Y;15502,5
21177;Y;12210
21178;N;0
21179;Y;36975
21180;Y;7438,5
21181;Y;10092
21182;Y;47110,5
21183;Y;7560
21184;Y;5883
21185;Y;21141
21186;N;0
21187;Y;37584
21188;Y;5624
21189;N;0
21190;Y;1591
21191;Y;7560
21192;Y;6075
21193;Y;10350
21194;Y;41499
21195;N;0
21196;Y;4347,5
21197;N;0
21198;Y;14985
21199;Y;10175
21200;Y;2608,5
21201;Y;11322
21202;N;0
21203;N;0
21204;Y;7830
21205;Y;26100
21206;Y;3510
21207;Y;7830
21208;Y;7308
21209;Y;31320
21210;Y;31320
21211;Y;26622
21212;Y;4050
21213;N;0
21214;Y;18555,5
21215;Y;15688
21216;Y;8880
21217;Y;12622,5
21218;N;0
21219;Y;29406
21220;Y;5994
21221;N;0
21222;Y;6525
21223;Y;9435
21224;Y;19684
21225;Y;15682,5
21226;Y;17965,5
21227;N;0
21228;Y;5046
21229;N;0
21230;Y;7560
21231;Y;8526
21232;Y;19440
21233;Y;9435
21234;N;0
21235;N;0
21236;Y;7659
21237;N;0
21238;Y;2205
21239;Y;17835
21240;Y;14602,5
21241;Y;17612
21242;Y;39150
21243;N;0
21244;Y;9324
21245;Y;2479,5
21246;Y;11470
21247;Y;8874
21248;Y;14580
21249;Y;3385,5
21250;N;0
21251;N;0
21252;Y;3052,5
21253;Y;33408
21254;Y;18981
21255;Y;7104
21256;Y;17550
21257;Y;10530
21258;N;0
21259;N;0
21260;Y;34800
21261;N;0
21262;Y;9324
21263;Y;2257
21264;Y;12832,5
21265;Y;8820
21266;Y;38976
21267;Y;2131,5
21268;Y;41107,5
21269;N;0
21270;Y;22315,5
21271;Y;12210
21272;Y;3922
21273;Y;33364,5
21274;Y;4698
21275;Y;16138,5
21276;Y;3567
21277;N;0
21278;Y;8352
21279;Y;9112,5
21280;Y;19237,5
21281;Y;16650
21282;Y;6916,5
21283;N;0
21284;Y;17226
21285;Y;38454
21286;Y;43848
21287;Y;7400
21288;Y;19215
21289;Y;15120
21290;N;0
21291;N;0
21292;Y;50416,5
21293;N;0
21294;Y;32625
21295;Y;4736
21296;Y;19140
21297;Y;29232
21298;N;0
21299;N;0
21300;Y;44631
21301;N;0
21302;Y;7047
21303;Y;14707,5
21304;Y;14707,5
21305;Y;4662
21306;Y;42891
21307;N;0
21308;Y;10875
21309;N;0
21310;Y;8700
21311;Y;4117,5
21312;Y;3052,5
21313;Y;1776
21314;Y;15660
21315;N;0
21316;Y;9607,5
21317;N;0
21318;Y;8991
21319;Y;15651
21320;Y;20587,5
21321;Y;18555,5
21322;N;0
21323;Y;2349
21324;Y;6364
21325;N;0
21326;Y;17464
21327;Y;13431
21328;Y;2655
21329;Y;3052,5
21330;Y;17052
21331;Y;36235,5
21332;Y;44544
21333;N;0
21334;Y;12765
21335;Y;18792
21336;Y;26100
21337;Y;21924
21338;N;0
21339;N;0
21340;Y;17316
21341;N;0
21342;Y;35061
21343;Y;47110,5
21344;Y;38976
21345;Y;13616
21346;N;0
21347;N;0
21348;Y;32886
21349;Y;7047
21350;Y;37192,5
21351;Y;20880
21352;Y;4698
21353;Y;20520
21354;Y;4611
21355;Y;21054
21356;Y;2886
21357;N;0
21358;Y;10989
21359;Y;4483,5
21360;Y;11303,5
21361;Y;16672,5
21362;Y;12180
21363;N;0
21364;Y;43848
21365;Y;25447,5
21366;Y;13708,5
21367;Y;8662,5
21368;Y;33277,5
21369;Y;2109
21370;N;0
21371;N;0
21372;Y;16983
21373;Y;27753
21374;Y;5310
21375;Y;11745
21376;Y;19183,5
21377;Y;17835
21378;N;0
21379;Y;19183,5
21380;Y;31668
21381;Y;2175
21382;Y;3780
21383;Y;7830
21384;Y;13431
21385;Y;21090
21386;N;0
21387;N;0
21388;Y;2553
21389;N;0
21390;Y;20520
21391;Y;17661
21392;Y;27405
21393;Y;39933
21394;Y;22315,5
21395;N;0
21396;Y;2250
21397;N;0
21398;Y;3240
21399;Y;13860
21400;Y;39802,5
21401;Y;27753
21402;N;0
21403;N;0
21404;Y;7830
21405;Y;49329
21406;Y;12210
21407;Y;2997
21408;Y;25665
21409;Y;29667
21410;N;0
21411;N;0
21412;Y;9435
21413;Y;38454
21414;Y;4625
21415;Y;13162,5
21416;Y;3163,5
21417;Y;12210
21418;Y;17661
21419;Y;2740,5
21420;Y;14175
21421;Y;34713
21422;Y;13747,5
21423;Y;12600
21424;Y;12506
21425;Y;44631
21426;Y;9918
21427;Y;38280
21428;Y;11658
21429;N;0
21430;Y;43848
21431;Y;15187,5
21432;Y;17464
21433;Y;37758
21434;Y;47763
21435;N;0
21436;Y;10962
21437;Y;2001
21438;Y;6345,5
21439;Y;4902,5
21440;Y;17612
21441;Y;15262,5
21442;N;0
21443;N;0
21444;Y;17982
21445;N;0
21446;Y;12960
21447;Y;12825
21448;Y;14175
21449;Y;8910
21450;Y;15225
21451;Y;18444
21452;Y;3330
21453;N;0
21454;Y;12987
21455;Y;27753
21456;Y;7177,5
21457;Y;19966,5
21458;N;0
21459;N;0
21460;Y;4366
21461;N;0
21462;Y;8221,5
21463;Y;8505
21464;Y;17400
21465;Y;12765
21466;N;0
21467;N;0
21468;Y;11655
21469;N;0
21470;Y;14504
21471;Y;19184,5
21472;Y;5772
21473;Y;7560
21474;N;0
21475;Y;9396
21476;Y;45849
21477;N;0
21478;Y;7087,5
21479;Y;10989
21480;Y;17205
21481;Y;16280
21482;N;0
21483;N;0
21484;Y;7177,5
21485;Y;16138,5
21486;Y;33930
21487;Y;21240
21488;Y;16200
21489;Y;15410,5
21490;Y;25447,5
21491;N;0
21492;Y;6604,5
21493;N;0
21494;Y;16872
21495;Y;3847,5
21496;Y;6216
21497;Y;6105
21498;Y;34017
21499;Y;29188,5
21500;Y;37149
21501;N;0
21502;Y;3700
21503;Y;6993
21504;Y;2997
21505;Y;4995
21506;N;0
21507;N;0
21508;Y;11025
21509;Y;7569
21510;Y;44631
21511;Y;20358
21512;Y;5220
21513;Y;14800
21514;N;0
21515;N;0
21516;Y;21750
21517;Y;11310
21518;Y;30276
21519;Y;3774
21520;Y;10440
21521;Y;23490
21522;Y;37584
21523;Y;24795
21524;Y;20880
21525;N;0
21526;Y;3982,5
21527;Y;46284
21528;Y;35887,5
21529;Y;25839
21530;N;0
21531;N;0
21532;Y;9720
21533;Y;7177,5
21534;Y;10575
21535;Y;39933
21536;Y;25650
21537;Y;11700
21538;N;0
21539;N;0
21540;Y;7511
21541;N;0
21542;Y;12757,5
21543;Y;7252
21544;Y;16983
21545;Y;16927,5
21546;N;0
21547;Y;30276
21548;Y;20272,5
21549;Y;29188,5
21550;Y;4860
21551;Y;11544
21552;Y;11745
21553;Y;13708,5
21554;N;0
21555;N;0
21556;Y;3663
21557;N;0
21558;Y;18792
21559;Y;13725
21560;Y;8091
21561;Y;15660
21562;Y;25839
21563;Y;25839
21564;Y;13365
21565;N;0
21566;Y;4959
21567;Y;10989
21568;Y;8658
21569;Y;8880
21570;N;0
21571;Y;18792
21572;Y;1850
21573;N;0
21574;Y;13468
21575;Y;20532
21576;Y;21141
21577;Y;49590
21578;N;0
21579;N;0
21580;Y;16582,5
21581;Y;13702,5
21582;Y;10092
21583;Y;6786
21584;Y;6862,5
21585;Y;2475
21586;Y;39150
21587;Y;4350
21588;Y;5087,5
21589;N;0
21590;Y;6327
21591;Y;7177,5
21592;Y;10530
21593;Y;11520
21594;Y;19488
21595;N;0
21596;Y;9720
21597;N;0
21598;Y;19665
21599;Y;14189,5
21600;Y;1924
21601;Y;10360
21602;N;0
21603;N;0
21604;Y;7699,5
21605;N;0
21606;Y;12432
21607;Y;17926,5
21608;Y;17612
21609;Y;1961
21610;N;0
21611;N;0
21612;Y;9805
21613;N;0
21614;Y;11527,5
21615;Y;17297,5
21616;Y;18009
21617;Y;33277,5
21618;N;0
21619;N;0
21620;Y;3385,5
21621;Y;15225
21622;Y;14430
21623;Y;2745
21624;Y;24273
21625;Y;12987
21626;N;0
21627;Y;41499
21628;Y;19237,5
21629;N;0
21630;Y;5772
21631;Y;13230
21632;Y;10582
21633;Y;4176
21634;Y;32625
21635;N;0
21636;Y;8526
21637;N;0
21638;Y;12950
21639;Y;8352
21640;Y;16704
21641;Y;26796
21642;N;0
21643;Y;11745
21644;Y;5365
21645;Y;2349
21646;Y;9157,5
21647;Y;29232
21648;Y;16650
21649;Y;15540
21650;N;0
21651;Y;3060
21652;Y;4958
21653;N;0
21654;Y;27880
21655;Y;13230
21656;Y;12810
21657;Y;16342
21658;N;0
21659;Y;6133,5
21660;Y;13727
21661;N;0
21662;Y;5287,5
21663;Y;9768
21664;Y;16755
21665;Y;16280
21666;N;0
21667;Y;35172
21668;Y;26443,5
21669;N;0
21670;Y;9546
21671;Y;10675
21672;Y;22275
21673;Y;4218
21674;N;0
21675;N;0
21676;Y;14625
21677;Y;25376
21678;Y;11742
21679;Y;12965
21680;Y;4140
21681;Y;6557,5
21682;N;0
21683;N;0
21684;Y;28975
21685;Y;4621,5
21686;Y;6916,5
21687;Y;4761
21688;Y;8491,5
21689;Y;10785,5
21690;N;0
21691;N;0
21692;Y;25987,5
21693;Y;11355
21694;Y;32290,5
21695;Y;2109
21696;Y;29370
21697;Y;12210
21698;N;0
21699;N;0
21700;Y;22657,5
21701;N;0
21702;Y;20646
21703;Y;17316
21704;Y;16695
21705;Y;2390
21706;N;0
21707;N;0
21708;Y;17095
21709;N;0
21710;Y;57995,5
21711;Y;23332,5
21712;Y;14368
21713;Y;6438
21714;N;0
21715;Y;18126
21716;Y;3843
21717;Y;15555
21718;Y;3163,5
21719;Y;4677
21720;Y;22035
21721;Y;26767,5
21722;N;0
21723;N;0
21724;Y;6222
21725;Y;27096
21726;Y;2331
21727;Y;3880
21728;Y;16439,5
21729;Y;11712
21730;N;0
21731;Y;13176
21732;Y;10500
21733;N;0
21734;Y;9535
21735;Y;7215
21736;Y;24570
21737;Y;30072
21738;N;0
21739;N;0
21740;Y;12420
21741;N;0
21742;Y;8460
21743;Y;6930
21744;Y;7635
21745;Y;5224
21746;Y;26437,5
21747;N;0
21748;Y;4996,5
21749;Y;10042,5
21750;Y;18165
21751;Y;2668,5
21752;Y;17100
21753;Y;2946
21754;N;0
21755;Y;31455
21756;Y;1869
21757;N;0
21758;Y;13580
21759;Y;8778
21760;Y;9882
21761;Y;3108
21762;N;0
21763;Y;12848,5
21764;Y;19647
21765;N;0
21766;Y;17325
21767;Y;19428,5
21768;Y;8235
21769;Y;17097,5
21770;Y;64552,5
21771;N;0
21772;Y;33885
21773;Y;29437,5
21774;Y;42484
21775;Y;9630
21776;Y;20812
21777;Y;14574
21778;Y;27450
21779;N;0
21780;Y;11988
21781;N;0
21782;Y;9474,5
21783;Y;8240
21784;Y;8936
21785;Y;61542
21786;Y;34690,5
21787;Y;23386
21788;Y;24310
21789;N;0
21790;Y;6700
21791;Y;19608
21792;Y;33962,5
21793;Y;12694,5
21794;N;0
21795;Y;17239,5
21796;Y;33552
21797;N;0
21798;Y;9131,5
21799;Y;20280
21800;Y;4995
21801;Y;8547
21802;N;0
21803;N;0
21804;Y;10614
21805;N;0
21806;Y;32103
21807;Y;15840
21808;Y;3552
21809;Y;19792,5
21810;Y;9352,5
21811;N;0
21812;Y;5309,5
21813;N;0
21814;Y;5916
21815;Y;15817,5
